lookup_type,age,lookup_value,term_rate
yos,69,32,0.005
yos,69,33,0.005
yos,69,34,0.005
yos,69,35,0.005
yos,69,36,0.005
yos,69,37,0.005
yos,69,38,0.005
yos,69,39,0.005
yos,69,40,0.005
yos,69,41,0.005
yos,69,42,0.005
yos,69,43,0.005
yos,69,44,0.005
yos,69,45,0.005
yos,69,46,0.005
yos,69,47,0.005
yos,69,48,0.005
yos,69,49,0.005
yos,69,50,0.005
yos,69,51,0.005
yos,69,52,0.005
yos,69,53,0.005
yos,69,54,0.005
yos,69,55,0.005
yos,69,56,0.005
yos,69,57,0.005
yos,69,58,0.005
yos,69,59,0.005
yos,69,60,0.005
yos,69,61,0.005
yos,69,62,0.005
yos,69,63,0.005
yos,69,64,0.005
yos,69,65,0.005
yos,69,66,0.005
yos,69,67,0.005
yos,69,68,0.005
yos,69,69,0.005
yos,69,70,0.005
yos,70,0,0.285
yos,70,1,0.125
yos,70,2,0.095
yos,70,3,0.0839999999999999
yos,70,4,0.07
yos,70,5,0.0675
yos,70,6,0.0675
yos,70,7,0.0575
yos,70,8,0.0475
yos,70,9,0.045
yos,70,10,0.0375
yos,70,11,0.035
yos,70,12,0.0325
yos,70,13,0.03
yos,70,14,0.0275
yos,70,15,0.0265
yos,70,16,0.0225
yos,70,17,0.0225
yos,70,18,0.02
yos,70,19,0.02
yos,70,20,0.0175
yos,70,21,0.0139999999999999
yos,70,22,0.0139999999999999
yos,70,23,0.0115
yos,70,24,0.0115
yos,70,25,0.01
yos,70,26,0.01
yos,70,27,0.009
yos,70,28,0.0065
yos,70,29,0.005
yos,70,30,0.005
yos,70,31,0.005
yos,70,32,0.005
yos,70,33,0.005
yos,70,34,0.005
yos,70,35,0.005
yos,70,36,0.005
yos,70,37,0.005
yos,70,38,0.005
yos,70,39,0.005
yos,70,40,0.005
yos,70,41,0.005
yos,70,42,0.005
yos,70,43,0.005
yos,70,44,0.005
yos,70,45,0.005
yos,70,46,0.005
yos,70,47,0.005
yos,70,48,0.005
yos,70,49,0.005
yos,70,50,0.005
yos,70,51,0.005
yos,70,52,0.005
yos,70,53,0.005
yos,70,54,0.005
yos,70,55,0.005
yos,70,56,0.005
yos,70,57,0.005
yos,70,58,0.005
yos,70,59,0.005
yos,70,60,0.005
yos,70,61,0.005
yos,70,62,0.005
yos,70,63,0.005
yos,70,64,0.005
yos,70,65,0.005
yos,70,66,0.005
yos,70,67,0.005
yos,70,68,0.005
yos,70,69,0.005
yos,70,70,0.005
yos,71,0,0.285
yos,71,1,0.125
yos,71,2,0.095
yos,71,3,0.0839999999999999
yos,71,4,0.07
yos,71,5,0.0675
yos,71,6,0.0675
yos,71,7,0.0575
yos,71,8,0.0475
yos,71,9,0.045
yos,71,10,0.0375
yos,71,11,0.035
yos,71,12,0.0325
yos,71,13,0.03
yos,71,14,0.0275
yos,71,15,0.0265
yos,71,16,0.0225
yos,71,17,0.0225
yos,71,18,0.02
yos,71,19,0.02
yos,71,20,0.0175
yos,71,21,0.0139999999999999
yos,71,22,0.0139999999999999
yos,71,23,0.0115
yos,71,24,0.0115
yos,71,25,0.01
yos,71,26,0.01
yos,71,27,0.009
yos,71,28,0.0065
yos,71,29,0.005
yos,71,30,0.005
yos,71,31,0.005
yos,71,32,0.005
yos,71,33,0.005
yos,71,34,0.005
yos,71,35,0.005
yos,71,36,0.005
yos,71,37,0.005
yos,71,38,0.005
yos,71,39,0.005
yos,71,40,0.005
yos,71,41,0.005
yos,71,42,0.005
yos,71,43,0.005
yos,71,44,0.005
yos,71,45,0.005
yos,71,46,0.005
yos,71,47,0.005
yos,71,48,0.005
yos,71,49,0.005
yos,71,50,0.005
yos,71,51,0.005
yos,71,52,0.005
yos,71,53,0.005
yos,71,54,0.005
yos,71,55,0.005
yos,71,56,0.005
yos,71,57,0.005
yos,71,58,0.005
yos,71,59,0.005
yos,71,60,0.005
yos,71,61,0.005
yos,71,62,0.005
yos,71,63,0.005
yos,71,64,0.005
yos,71,65,0.005
yos,71,66,0.005
yos,71,67,0.005
yos,71,68,0.005
yos,71,69,0.005
yos,71,70,0.005
yos,72,0,0.285
yos,72,1,0.125
yos,72,2,0.095
yos,72,3,0.0839999999999999
yos,72,4,0.07
yos,72,5,0.0675
yos,72,6,0.0675
yos,72,7,0.0575
yos,72,8,0.0475
yos,72,9,0.045
yos,72,10,0.0375
yos,72,11,0.035
yos,72,12,0.0325
yos,72,13,0.03
yos,72,14,0.0275
yos,72,15,0.0265
yos,72,16,0.0225
yos,72,17,0.0225
yos,72,18,0.02
yos,72,19,0.02
yos,72,20,0.0175
yos,72,21,0.0139999999999999
yos,72,22,0.0139999999999999
yos,72,23,0.0115
yos,72,24,0.0115
yos,72,25,0.01
yos,72,26,0.01
yos,72,27,0.009
yos,72,28,0.0065
yos,72,29,0.005
yos,72,30,0.005
yos,72,31,0.005
yos,72,32,0.005
yos,72,33,0.005
yos,72,34,0.005
yos,72,35,0.005
yos,72,36,0.005
yos,72,37,0.005
yos,72,38,0.005
yos,72,39,0.005
yos,72,40,0.005
yos,72,41,0.005
yos,72,42,0.005
yos,72,43,0.005
yos,72,44,0.005
yos,72,45,0.005
yos,72,46,0.005
yos,72,47,0.005
yos,72,48,0.005
yos,72,49,0.005
yos,72,50,0.005
yos,72,51,0.005
yos,72,52,0.005
yos,72,53,0.005
yos,72,54,0.005
yos,72,55,0.005
yos,72,56,0.005
yos,72,57,0.005
yos,72,58,0.005
yos,72,59,0.005
yos,72,60,0.005
yos,72,61,0.005
yos,72,62,0.005
yos,72,63,0.005
yos,72,64,0.005
yos,72,65,0.005
yos,72,66,0.005
yos,72,67,0.005
yos,72,68,0.005
yos,72,69,0.005
yos,72,70,0.005
yos,73,0,0.285
yos,73,1,0.125
yos,73,2,0.095
yos,73,3,0.0839999999999999
yos,73,4,0.07
yos,73,5,0.0675
yos,73,6,0.0675
yos,73,7,0.0575
yos,73,8,0.0475
yos,73,9,0.045
yos,73,10,0.0375
yos,73,11,0.035
yos,73,12,0.0325
yos,73,13,0.03
yos,73,14,0.0275
yos,73,15,0.0265
yos,73,16,0.0225
yos,73,17,0.0225
yos,73,18,0.02
yos,73,19,0.02
yos,73,20,0.0175
yos,73,21,0.0139999999999999
yos,73,22,0.0139999999999999
yos,73,23,0.0115
yos,73,24,0.0115
yos,73,25,0.01
yos,73,26,0.01
yos,73,27,0.009
yos,73,28,0.0065
yos,73,29,0.005
yos,73,30,0.005
yos,73,31,0.005
yos,73,32,0.005
yos,73,33,0.005
yos,73,34,0.005
yos,73,35,0.005
yos,73,36,0.005
yos,73,37,0.005
yos,73,38,0.005
yos,73,39,0.005
yos,73,40,0.005
yos,73,41,0.005
yos,73,42,0.005
yos,73,43,0.005
yos,73,44,0.005
yos,73,45,0.005
yos,73,46,0.005
yos,73,47,0.005
yos,73,48,0.005
yos,73,49,0.005
yos,73,50,0.005
yos,73,51,0.005
yos,73,52,0.005
yos,73,53,0.005
yos,73,54,0.005
yos,73,55,0.005
yos,73,56,0.005
yos,73,57,0.005
yos,73,58,0.005
yos,73,59,0.005
yos,73,60,0.005
yos,73,61,0.005
yos,73,62,0.005
yos,73,63,0.005
yos,73,64,0.005
yos,73,65,0.005
yos,73,66,0.005
yos,73,67,0.005
yos,73,68,0.005
yos,73,69,0.005
yos,73,70,0.005
yos,74,0,0.285
yos,74,1,0.125
yos,74,2,0.095
yos,74,3,0.0839999999999999
yos,74,4,0.07
yos,74,5,0.0675
yos,74,6,0.0675
yos,74,7,0.0575
yos,74,8,0.0475
yos,74,9,0.045
yos,74,10,0.0375
yos,74,11,0.035
yos,74,12,0.0325
yos,74,13,0.03
yos,74,14,0.0275
yos,74,15,0.0265
yos,74,16,0.0225
yos,74,17,0.0225
yos,74,18,0.02
yos,74,19,0.02
yos,74,20,0.0175
yos,74,21,0.0139999999999999
yos,74,22,0.0139999999999999
yos,74,23,0.0115
yos,74,24,0.0115
yos,74,25,0.01
yos,74,26,0.01
yos,74,27,0.009
yos,74,28,0.0065
yos,74,29,0.005
yos,74,30,0.005
yos,74,31,0.005
yos,74,32,0.005
yos,74,33,0.005
yos,74,34,0.005
yos,74,35,0.005
yos,74,36,0.005
yos,74,37,0.005
yos,74,38,0.005
yos,74,39,0.005
yos,74,40,0.005
yos,74,41,0.005
yos,74,42,0.005
yos,74,43,0.005
yos,74,44,0.005
yos,74,45,0.005
yos,74,46,0.005
yos,74,47,0.005
yos,74,48,0.005
yos,74,49,0.005
yos,74,50,0.005
yos,74,51,0.005
yos,74,52,0.005
yos,74,53,0.005
yos,74,54,0.005
yos,74,55,0.005
yos,74,56,0.005
yos,74,57,0.005
yos,74,58,0.005
yos,74,59,0.005
yos,74,60,0.005
yos,74,61,0.005
yos,74,62,0.005
yos,74,63,0.005
yos,74,64,0.005
yos,74,65,0.005
yos,74,66,0.005
yos,74,67,0.005
yos,74,68,0.005
yos,74,69,0.005
yos,74,70,0.005
yos,75,0,0.285
yos,75,1,0.125
yos,75,2,0.095
yos,75,3,0.0839999999999999
yos,75,4,0.07
yos,75,5,0.0675
yos,75,6,0.0675
yos,75,7,0.0575
yos,75,8,0.0475
yos,75,9,0.045
yos,75,10,0.0375
yos,75,11,0.035
yos,75,12,0.0325
yos,75,13,0.03
yos,75,14,0.0275
yos,75,15,0.0265
yos,75,16,0.0225
yos,75,17,0.0225
yos,75,18,0.02
yos,75,19,0.02
yos,75,20,0.0175
yos,75,21,0.0139999999999999
yos,75,22,0.0139999999999999
yos,75,23,0.0115
yos,75,24,0.0115
yos,75,25,0.01
yos,75,26,0.01
yos,75,27,0.009
yos,75,28,0.0065
yos,75,29,0.005
yos,75,30,0.005
yos,75,31,0.005
yos,75,32,0.005
yos,75,33,0.005
yos,75,34,0.005
yos,75,35,0.005
yos,75,36,0.005
yos,75,37,0.005
yos,75,38,0.005
yos,75,39,0.005
yos,75,40,0.005
yos,75,41,0.005
yos,75,42,0.005
yos,75,43,0.005
yos,75,44,0.005
yos,75,45,0.005
yos,75,46,0.005
yos,75,47,0.005
yos,75,48,0.005
yos,75,49,0.005
yos,75,50,0.005
yos,75,51,0.005
yos,75,52,0.005
yos,75,53,0.005
yos,75,54,0.005
yos,75,55,0.005
yos,75,56,0.005
yos,75,57,0.005
yos,75,58,0.005
yos,75,59,0.005
yos,75,60,0.005
yos,75,61,0.005
yos,75,62,0.005
yos,75,63,0.005
yos,75,64,0.005
yos,75,65,0.005
yos,75,66,0.005
yos,75,67,0.005
yos,75,68,0.005
yos,75,69,0.005
yos,75,70,0.005
yos,76,0,0.285
yos,76,1,0.125
yos,76,2,0.095
yos,76,3,0.0839999999999999
yos,76,4,0.07
yos,76,5,0.0675
yos,76,6,0.0675
yos,76,7,0.0575
yos,76,8,0.0475
yos,76,9,0.045
yos,76,10,0.0375
yos,76,11,0.035
yos,76,12,0.0325
yos,76,13,0.03
yos,76,14,0.0275
yos,76,15,0.0265
yos,76,16,0.0225
yos,76,17,0.0225
yos,76,18,0.02
yos,76,19,0.02
yos,76,20,0.0175
yos,76,21,0.0139999999999999
yos,76,22,0.0139999999999999
yos,76,23,0.0115
yos,76,24,0.0115
yos,76,25,0.01
yos,76,26,0.01
yos,76,27,0.009
yos,76,28,0.0065
yos,76,29,0.005
yos,76,30,0.005
yos,76,31,0.005
yos,76,32,0.005
yos,76,33,0.005
yos,76,34,0.005
yos,76,35,0.005
yos,76,36,0.005
yos,76,37,0.005
yos,76,38,0.005
yos,76,39,0.005
yos,76,40,0.005
yos,76,41,0.005
yos,76,42,0.005
yos,76,43,0.005
yos,76,44,0.005
yos,76,45,0.005
yos,76,46,0.005
yos,76,47,0.005
yos,76,48,0.005
yos,76,49,0.005
yos,76,50,0.005
yos,76,51,0.005
yos,76,52,0.005
yos,76,53,0.005
yos,76,54,0.005
yos,76,55,0.005
yos,76,56,0.005
yos,76,57,0.005
yos,76,58,0.005
yos,76,59,0.005
yos,76,60,0.005
yos,76,61,0.005
yos,76,62,0.005
yos,76,63,0.005
yos,76,64,0.005
yos,76,65,0.005
yos,76,66,0.005
yos,76,67,0.005
yos,76,68,0.005
yos,76,69,0.005
yos,76,70,0.005
yos,77,0,0.285
yos,77,1,0.125
yos,77,2,0.095
yos,77,3,0.0839999999999999
yos,77,4,0.07
yos,77,5,0.0675
yos,77,6,0.0675
yos,77,7,0.0575
yos,77,8,0.0475
yos,77,9,0.045
yos,77,10,0.0375
yos,77,11,0.035
yos,77,12,0.0325
yos,77,13,0.03
yos,77,14,0.0275
yos,77,15,0.0265
yos,77,16,0.0225
yos,77,17,0.0225
yos,77,18,0.02
yos,77,19,0.02
yos,77,20,0.0175
yos,77,21,0.0139999999999999
yos,77,22,0.0139999999999999
yos,77,23,0.0115
yos,77,24,0.0115
yos,77,25,0.01
yos,77,26,0.01
yos,77,27,0.009
yos,77,28,0.0065
yos,77,29,0.005
yos,77,30,0.005
yos,77,31,0.005
yos,77,32,0.005
yos,77,33,0.005
yos,77,34,0.005
yos,77,35,0.005
yos,77,36,0.005
yos,77,37,0.005
yos,77,38,0.005
yos,77,39,0.005
yos,77,40,0.005
yos,77,41,0.005
yos,77,42,0.005
yos,77,43,0.005
yos,77,44,0.005
yos,77,45,0.005
yos,77,46,0.005
yos,77,47,0.005
yos,77,48,0.005
yos,77,49,0.005
yos,77,50,0.005
yos,77,51,0.005
yos,77,52,0.005
yos,77,53,0.005
yos,77,54,0.005
yos,77,55,0.005
yos,77,56,0.005
yos,77,57,0.005
yos,77,58,0.005
yos,77,59,0.005
yos,77,60,0.005
yos,77,61,0.005
yos,77,62,0.005
yos,77,63,0.005
yos,77,64,0.005
yos,77,65,0.005
yos,77,66,0.005
yos,77,67,0.005
yos,77,68,0.005
yos,77,69,0.005
yos,77,70,0.005
yos,78,0,0.285
yos,78,1,0.125
yos,78,2,0.095
yos,78,3,0.0839999999999999
yos,78,4,0.07
yos,78,5,0.0675
yos,78,6,0.0675
yos,78,7,0.0575
yos,78,8,0.0475
yos,78,9,0.045
yos,78,10,0.0375
yos,78,11,0.035
yos,78,12,0.0325
yos,78,13,0.03
yos,78,14,0.0275
yos,78,15,0.0265
yos,78,16,0.0225
yos,78,17,0.0225
yos,78,18,0.02
yos,78,19,0.02
yos,78,20,0.0175
yos,78,21,0.0139999999999999
yos,78,22,0.0139999999999999
yos,78,23,0.0115
yos,78,24,0.0115
yos,78,25,0.01
yos,78,26,0.01
yos,78,27,0.009
yos,78,28,0.0065
yos,78,29,0.005
yos,78,30,0.005
yos,78,31,0.005
yos,78,32,0.005
yos,78,33,0.005
yos,78,34,0.005
yos,78,35,0.005
yos,78,36,0.005
yos,78,37,0.005
yos,78,38,0.005
yos,78,39,0.005
yos,78,40,0.005
yos,78,41,0.005
yos,78,42,0.005
yos,78,43,0.005
yos,78,44,0.005
yos,78,45,0.005
yos,78,46,0.005
yos,78,47,0.005
yos,78,48,0.005
yos,78,49,0.005
yos,78,50,0.005
yos,78,51,0.005
yos,78,52,0.005
yos,78,53,0.005
yos,78,54,0.005
yos,78,55,0.005
yos,78,56,0.005
yos,78,57,0.005
yos,78,58,0.005
yos,78,59,0.005
yos,78,60,0.005
yos,78,61,0.005
yos,78,62,0.005
yos,78,63,0.005
yos,78,64,0.005
yos,78,65,0.005
yos,78,66,0.005
yos,78,67,0.005
yos,78,68,0.005
yos,78,69,0.005
yos,78,70,0.005
yos,79,0,0.285
yos,79,1,0.125
yos,79,2,0.095
yos,79,3,0.0839999999999999
yos,79,4,0.07
yos,79,5,0.0675
yos,79,6,0.0675
yos,79,7,0.0575
yos,79,8,0.0475
yos,79,9,0.045
yos,79,10,0.0375
yos,79,11,0.035
yos,79,12,0.0325
yos,79,13,0.03
yos,79,14,0.0275
yos,79,15,0.0265
yos,79,16,0.0225
yos,79,17,0.0225
yos,79,18,0.02
yos,79,19,0.02
yos,79,20,0.0175
yos,79,21,0.0139999999999999
yos,79,22,0.0139999999999999
yos,79,23,0.0115
yos,79,24,0.0115
yos,79,25,0.01
yos,79,26,0.01
yos,79,27,0.009
yos,79,28,0.0065
yos,79,29,0.005
yos,79,30,0.005
yos,79,31,0.005
yos,79,32,0.005
yos,79,33,0.005
yos,79,34,0.005
yos,79,35,0.005
yos,79,36,0.005
yos,79,37,0.005
yos,79,38,0.005
yos,79,39,0.005
yos,79,40,0.005
yos,79,41,0.005
yos,79,42,0.005
yos,79,43,0.005
yos,79,44,0.005
yos,79,45,0.005
yos,79,46,0.005
yos,79,47,0.005
yos,79,48,0.005
yos,79,49,0.005
yos,79,50,0.005
yos,79,51,0.005
yos,79,52,0.005
yos,79,53,0.005
yos,79,54,0.005
yos,79,55,0.005
yos,79,56,0.005
yos,79,57,0.005
yos,79,58,0.005
yos,79,59,0.005
yos,79,60,0.005
yos,79,61,0.005
yos,79,62,0.005
yos,79,63,0.005
yos,79,64,0.005
yos,79,65,0.005
yos,79,66,0.005
yos,79,67,0.005
yos,79,68,0.005
yos,79,69,0.005
yos,79,70,0.005
yos,80,0,0.285
yos,80,1,0.125
yos,80,2,0.095
yos,80,3,0.0839999999999999
yos,80,4,0.07
yos,80,5,0.0675
yos,80,6,0.0675
yos,80,7,0.0575
yos,80,8,0.0475
yos,80,9,0.045
yos,80,10,0.0375
yos,80,11,0.035
yos,80,12,0.0325
yos,80,13,0.03
yos,80,14,0.0275
yos,80,15,0.0265
yos,80,16,0.0225
yos,80,17,0.0225
yos,80,18,0.02
yos,80,19,0.02
yos,80,20,0.0175
yos,80,21,0.0139999999999999
yos,80,22,0.0139999999999999
yos,80,23,0.0115
yos,80,24,0.0115
yos,80,25,0.01
yos,80,26,0.01
yos,80,27,0.009
yos,80,28,0.0065
yos,80,29,0.005
yos,80,30,0.005
yos,80,31,0.005
yos,80,32,0.005
yos,80,33,0.005
yos,80,34,0.005
yos,80,35,0.005
yos,80,36,0.005
yos,80,37,0.005
yos,80,38,0.005
yos,80,39,0.005
yos,80,40,0.005
yos,80,41,0.005
yos,80,42,0.005
yos,80,43,0.005
yos,80,44,0.005
yos,80,45,0.005
yos,80,46,0.005
yos,80,47,0.005
yos,80,48,0.005
yos,80,49,0.005
yos,80,50,0.005
yos,80,51,0.005
yos,80,52,0.005
yos,80,53,0.005
yos,80,54,0.005
yos,80,55,0.005
yos,80,56,0.005
yos,80,57,0.005
yos,80,58,0.005
yos,80,59,0.005
yos,80,60,0.005
yos,80,61,0.005
yos,80,62,0.005
yos,80,63,0.005
yos,80,64,0.005
yos,80,65,0.005
yos,80,66,0.005
yos,80,67,0.005
yos,80,68,0.005
yos,80,69,0.005
yos,80,70,0.005
