lookup_type,age,lookup_value,term_rate
yos,34,66,0.005
yos,34,67,0.005
yos,34,68,0.005
yos,34,69,0.005
yos,34,70,0.005
yos,35,0,0.24
yos,35,1,0.1425
yos,35,2,0.11
yos,35,3,0.0925
yos,35,4,0.08
yos,35,5,0.075
yos,35,6,0.07
yos,35,7,0.0625
yos,35,8,0.055
yos,35,9,0.0475
yos,35,10,0.0424999999999999
yos,35,11,0.0375
yos,35,12,0.0325
yos,35,13,0.0325
yos,35,14,0.0275
yos,35,15,0.024
yos,35,16,0.0225
yos,35,17,0.0225
yos,35,18,0.0175
yos,35,19,0.0175
yos,35,20,0.015
yos,35,21,0.0125
yos,35,22,0.0125
yos,35,23,0.0115
yos,35,24,0.0115
yos,35,25,0.01
yos,35,26,0.01
yos,35,27,0.009
yos,35,28,0.0065
yos,35,29,0.005
yos,35,30,0.005
yos,35,31,0.005
yos,35,32,0.005
yos,35,33,0.005
yos,35,34,0.005
yos,35,35,0.005
yos,35,36,0.005
yos,35,37,0.005
yos,35,38,0.005
yos,35,39,0.005
yos,35,40,0.005
yos,35,41,0.005
yos,35,42,0.005
yos,35,43,0.005
yos,35,44,0.005
yos,35,45,0.005
yos,35,46,0.005
yos,35,47,0.005
yos,35,48,0.005
yos,35,49,0.005
yos,35,50,0.005
yos,35,51,0.005
yos,35,52,0.005
yos,35,53,0.005
yos,35,54,0.005
yos,35,55,0.005
yos,35,56,0.005
yos,35,57,0.005
yos,35,58,0.005
yos,35,59,0.005
yos,35,60,0.005
yos,35,61,0.005
yos,35,62,0.005
yos,35,63,0.005
yos,35,64,0.005
yos,35,65,0.005
yos,35,66,0.005
yos,35,67,0.005
yos,35,68,0.005
yos,35,69,0.005
yos,35,70,0.005
yos,36,0,0.24
yos,36,1,0.1425
yos,36,2,0.11
yos,36,3,0.0925
yos,36,4,0.08
yos,36,5,0.075
yos,36,6,0.07
yos,36,7,0.0625
yos,36,8,0.055
yos,36,9,0.0475
yos,36,10,0.0424999999999999
yos,36,11,0.0375
yos,36,12,0.0325
yos,36,13,0.0325
yos,36,14,0.0275
yos,36,15,0.024
yos,36,16,0.0225
yos,36,17,0.0225
yos,36,18,0.0175
yos,36,19,0.0175
yos,36,20,0.015
yos,36,21,0.0125
yos,36,22,0.0125
yos,36,23,0.0115
yos,36,24,0.0115
yos,36,25,0.01
yos,36,26,0.01
yos,36,27,0.009
yos,36,28,0.0065
yos,36,29,0.005
yos,36,30,0.005
yos,36,31,0.005
yos,36,32,0.005
yos,36,33,0.005
yos,36,34,0.005
yos,36,35,0.005
yos,36,36,0.005
yos,36,37,0.005
yos,36,38,0.005
yos,36,39,0.005
yos,36,40,0.005
yos,36,41,0.005
yos,36,42,0.005
yos,36,43,0.005
yos,36,44,0.005
yos,36,45,0.005
yos,36,46,0.005
yos,36,47,0.005
yos,36,48,0.005
yos,36,49,0.005
yos,36,50,0.005
yos,36,51,0.005
yos,36,52,0.005
yos,36,53,0.005
yos,36,54,0.005
yos,36,55,0.005
yos,36,56,0.005
yos,36,57,0.005
yos,36,58,0.005
yos,36,59,0.005
yos,36,60,0.005
yos,36,61,0.005
yos,36,62,0.005
yos,36,63,0.005
yos,36,64,0.005
yos,36,65,0.005
yos,36,66,0.005
yos,36,67,0.005
yos,36,68,0.005
yos,36,69,0.005
yos,36,70,0.005
yos,37,0,0.24
yos,37,1,0.1425
yos,37,2,0.11
yos,37,3,0.0925
yos,37,4,0.08
yos,37,5,0.075
yos,37,6,0.07
yos,37,7,0.0625
yos,37,8,0.055
yos,37,9,0.0475
yos,37,10,0.0424999999999999
yos,37,11,0.0375
yos,37,12,0.0325
yos,37,13,0.0325
yos,37,14,0.0275
yos,37,15,0.024
yos,37,16,0.0225
yos,37,17,0.0225
yos,37,18,0.0175
yos,37,19,0.0175
yos,37,20,0.015
yos,37,21,0.0125
yos,37,22,0.0125
yos,37,23,0.0115
yos,37,24,0.0115
yos,37,25,0.01
yos,37,26,0.01
yos,37,27,0.009
yos,37,28,0.0065
yos,37,29,0.005
yos,37,30,0.005
yos,37,31,0.005
yos,37,32,0.005
yos,37,33,0.005
yos,37,34,0.005
yos,37,35,0.005
yos,37,36,0.005
yos,37,37,0.005
yos,37,38,0.005
yos,37,39,0.005
yos,37,40,0.005
yos,37,41,0.005
yos,37,42,0.005
yos,37,43,0.005
yos,37,44,0.005
yos,37,45,0.005
yos,37,46,0.005
yos,37,47,0.005
yos,37,48,0.005
yos,37,49,0.005
yos,37,50,0.005
yos,37,51,0.005
yos,37,52,0.005
yos,37,53,0.005
yos,37,54,0.005
yos,37,55,0.005
yos,37,56,0.005
yos,37,57,0.005
yos,37,58,0.005
yos,37,59,0.005
yos,37,60,0.005
yos,37,61,0.005
yos,37,62,0.005
yos,37,63,0.005
yos,37,64,0.005
yos,37,65,0.005
yos,37,66,0.005
yos,37,67,0.005
yos,37,68,0.005
yos,37,69,0.005
yos,37,70,0.005
yos,38,0,0.24
yos,38,1,0.1425
yos,38,2,0.11
yos,38,3,0.0925
yos,38,4,0.08
yos,38,5,0.075
yos,38,6,0.07
yos,38,7,0.0625
yos,38,8,0.055
yos,38,9,0.0475
yos,38,10,0.0424999999999999
yos,38,11,0.0375
yos,38,12,0.0325
yos,38,13,0.0325
yos,38,14,0.0275
yos,38,15,0.024
yos,38,16,0.0225
yos,38,17,0.0225
yos,38,18,0.0175
yos,38,19,0.0175
yos,38,20,0.015
yos,38,21,0.0125
yos,38,22,0.0125
yos,38,23,0.0115
yos,38,24,0.0115
yos,38,25,0.01
yos,38,26,0.01
yos,38,27,0.009
yos,38,28,0.0065
yos,38,29,0.005
yos,38,30,0.005
yos,38,31,0.005
yos,38,32,0.005
yos,38,33,0.005
yos,38,34,0.005
yos,38,35,0.005
yos,38,36,0.005
yos,38,37,0.005
yos,38,38,0.005
yos,38,39,0.005
yos,38,40,0.005
yos,38,41,0.005
yos,38,42,0.005
yos,38,43,0.005
yos,38,44,0.005
yos,38,45,0.005
yos,38,46,0.005
yos,38,47,0.005
yos,38,48,0.005
yos,38,49,0.005
yos,38,50,0.005
yos,38,51,0.005
yos,38,52,0.005
yos,38,53,0.005
yos,38,54,0.005
yos,38,55,0.005
yos,38,56,0.005
yos,38,57,0.005
yos,38,58,0.005
yos,38,59,0.005
yos,38,60,0.005
yos,38,61,0.005
yos,38,62,0.005
yos,38,63,0.005
yos,38,64,0.005
yos,38,65,0.005
yos,38,66,0.005
yos,38,67,0.005
yos,38,68,0.005
yos,38,69,0.005
yos,38,70,0.005
yos,39,0,0.24
yos,39,1,0.1425
yos,39,2,0.11
yos,39,3,0.0925
yos,39,4,0.08
yos,39,5,0.075
yos,39,6,0.07
yos,39,7,0.0625
yos,39,8,0.055
yos,39,9,0.0475
yos,39,10,0.0424999999999999
yos,39,11,0.0375
yos,39,12,0.0325
yos,39,13,0.0325
yos,39,14,0.0275
yos,39,15,0.024
yos,39,16,0.0225
yos,39,17,0.0225
yos,39,18,0.0175
yos,39,19,0.0175
yos,39,20,0.015
yos,39,21,0.0125
yos,39,22,0.0125
yos,39,23,0.0115
yos,39,24,0.0115
yos,39,25,0.01
yos,39,26,0.01
yos,39,27,0.009
yos,39,28,0.0065
yos,39,29,0.005
yos,39,30,0.005
yos,39,31,0.005
yos,39,32,0.005
yos,39,33,0.005
yos,39,34,0.005
yos,39,35,0.005
yos,39,36,0.005
yos,39,37,0.005
yos,39,38,0.005
yos,39,39,0.005
yos,39,40,0.005
yos,39,41,0.005
yos,39,42,0.005
yos,39,43,0.005
yos,39,44,0.005
yos,39,45,0.005
yos,39,46,0.005
yos,39,47,0.005
yos,39,48,0.005
yos,39,49,0.005
yos,39,50,0.005
yos,39,51,0.005
yos,39,52,0.005
yos,39,53,0.005
yos,39,54,0.005
yos,39,55,0.005
yos,39,56,0.005
yos,39,57,0.005
yos,39,58,0.005
yos,39,59,0.005
yos,39,60,0.005
yos,39,61,0.005
yos,39,62,0.005
yos,39,63,0.005
yos,39,64,0.005
yos,39,65,0.005
yos,39,66,0.005
yos,39,67,0.005
yos,39,68,0.005
yos,39,69,0.005
yos,39,70,0.005
yos,40,0,0.24
yos,40,1,0.1425
yos,40,2,0.11
yos,40,3,0.0925
yos,40,4,0.08
yos,40,5,0.075
yos,40,6,0.07
yos,40,7,0.0625
yos,40,8,0.055
yos,40,9,0.0475
yos,40,10,0.0424999999999999
yos,40,11,0.0375
yos,40,12,0.0325
yos,40,13,0.0325
yos,40,14,0.0275
yos,40,15,0.024
yos,40,16,0.0225
yos,40,17,0.0225
yos,40,18,0.0175
yos,40,19,0.0175
yos,40,20,0.015
yos,40,21,0.0125
yos,40,22,0.0125
yos,40,23,0.0115
yos,40,24,0.0115
yos,40,25,0.01
yos,40,26,0.01
yos,40,27,0.009
yos,40,28,0.0065
yos,40,29,0.005
yos,40,30,0.005
yos,40,31,0.005
yos,40,32,0.005
yos,40,33,0.005
yos,40,34,0.005
yos,40,35,0.005
yos,40,36,0.005
yos,40,37,0.005
yos,40,38,0.005
yos,40,39,0.005
yos,40,40,0.005
yos,40,41,0.005
yos,40,42,0.005
yos,40,43,0.005
yos,40,44,0.005
yos,40,45,0.005
yos,40,46,0.005
yos,40,47,0.005
yos,40,48,0.005
yos,40,49,0.005
yos,40,50,0.005
yos,40,51,0.005
yos,40,52,0.005
yos,40,53,0.005
yos,40,54,0.005
yos,40,55,0.005
yos,40,56,0.005
yos,40,57,0.005
yos,40,58,0.005
yos,40,59,0.005
yos,40,60,0.005
yos,40,61,0.005
yos,40,62,0.005
yos,40,63,0.005
yos,40,64,0.005
yos,40,65,0.005
yos,40,66,0.005
yos,40,67,0.005
yos,40,68,0.005
yos,40,69,0.005
yos,40,70,0.005
yos,41,0,0.24
yos,41,1,0.1425
yos,41,2,0.11
yos,41,3,0.0925
yos,41,4,0.08
yos,41,5,0.075
yos,41,6,0.07
yos,41,7,0.0625
yos,41,8,0.055
yos,41,9,0.0475
yos,41,10,0.0424999999999999
yos,41,11,0.0375
yos,41,12,0.0325
yos,41,13,0.0325
yos,41,14,0.0275
yos,41,15,0.024
yos,41,16,0.0225
yos,41,17,0.0225
yos,41,18,0.0175
yos,41,19,0.0175
yos,41,20,0.015
yos,41,21,0.0125
yos,41,22,0.0125
yos,41,23,0.0115
yos,41,24,0.0115
yos,41,25,0.01
yos,41,26,0.01
yos,41,27,0.009
yos,41,28,0.0065
yos,41,29,0.005
yos,41,30,0.005
yos,41,31,0.005
yos,41,32,0.005
yos,41,33,0.005
yos,41,34,0.005
yos,41,35,0.005
yos,41,36,0.005
yos,41,37,0.005
yos,41,38,0.005
yos,41,39,0.005
yos,41,40,0.005
yos,41,41,0.005
yos,41,42,0.005
yos,41,43,0.005
yos,41,44,0.005
yos,41,45,0.005
yos,41,46,0.005
yos,41,47,0.005
yos,41,48,0.005
yos,41,49,0.005
yos,41,50,0.005
yos,41,51,0.005
yos,41,52,0.005
yos,41,53,0.005
yos,41,54,0.005
yos,41,55,0.005
yos,41,56,0.005
yos,41,57,0.005
yos,41,58,0.005
yos,41,59,0.005
yos,41,60,0.005
yos,41,61,0.005
yos,41,62,0.005
yos,41,63,0.005
yos,41,64,0.005
yos,41,65,0.005
yos,41,66,0.005
yos,41,67,0.005
yos,41,68,0.005
yos,41,69,0.005
yos,41,70,0.005
yos,42,0,0.24
yos,42,1,0.1425
yos,42,2,0.11
yos,42,3,0.0925
yos,42,4,0.08
yos,42,5,0.075
yos,42,6,0.07
yos,42,7,0.0625
yos,42,8,0.055
yos,42,9,0.0475
yos,42,10,0.0424999999999999
yos,42,11,0.0375
yos,42,12,0.0325
yos,42,13,0.0325
yos,42,14,0.0275
yos,42,15,0.024
yos,42,16,0.0225
yos,42,17,0.0225
yos,42,18,0.0175
yos,42,19,0.0175
yos,42,20,0.015
yos,42,21,0.0125
yos,42,22,0.0125
yos,42,23,0.0115
yos,42,24,0.0115
yos,42,25,0.01
yos,42,26,0.01
yos,42,27,0.009
yos,42,28,0.0065
yos,42,29,0.005
yos,42,30,0.005
yos,42,31,0.005
yos,42,32,0.005
yos,42,33,0.005
yos,42,34,0.005
yos,42,35,0.005
yos,42,36,0.005
yos,42,37,0.005
yos,42,38,0.005
yos,42,39,0.005
yos,42,40,0.005
yos,42,41,0.005
yos,42,42,0.005
yos,42,43,0.005
yos,42,44,0.005
yos,42,45,0.005
yos,42,46,0.005
yos,42,47,0.005
yos,42,48,0.005
yos,42,49,0.005
yos,42,50,0.005
yos,42,51,0.005
yos,42,52,0.005
yos,42,53,0.005
yos,42,54,0.005
yos,42,55,0.005
yos,42,56,0.005
yos,42,57,0.005
yos,42,58,0.005
yos,42,59,0.005
yos,42,60,0.005
yos,42,61,0.005
yos,42,62,0.005
yos,42,63,0.005
yos,42,64,0.005
yos,42,65,0.005
yos,42,66,0.005
yos,42,67,0.005
yos,42,68,0.005
yos,42,69,0.005
yos,42,70,0.005
yos,43,0,0.24
yos,43,1,0.1425
yos,43,2,0.11
yos,43,3,0.0925
yos,43,4,0.08
yos,43,5,0.075
yos,43,6,0.07
yos,43,7,0.0625
yos,43,8,0.055
yos,43,9,0.0475
yos,43,10,0.0424999999999999
yos,43,11,0.0375
yos,43,12,0.0325
yos,43,13,0.0325
yos,43,14,0.0275
yos,43,15,0.024
yos,43,16,0.0225
yos,43,17,0.0225
yos,43,18,0.0175
yos,43,19,0.0175
yos,43,20,0.015
yos,43,21,0.0125
yos,43,22,0.0125
yos,43,23,0.0115
yos,43,24,0.0115
yos,43,25,0.01
yos,43,26,0.01
yos,43,27,0.009
yos,43,28,0.0065
yos,43,29,0.005
yos,43,30,0.005
yos,43,31,0.005
yos,43,32,0.005
yos,43,33,0.005
yos,43,34,0.005
yos,43,35,0.005
yos,43,36,0.005
yos,43,37,0.005
yos,43,38,0.005
yos,43,39,0.005
yos,43,40,0.005
yos,43,41,0.005
yos,43,42,0.005
yos,43,43,0.005
yos,43,44,0.005
yos,43,45,0.005
yos,43,46,0.005
yos,43,47,0.005
yos,43,48,0.005
yos,43,49,0.005
yos,43,50,0.005
yos,43,51,0.005
yos,43,52,0.005
yos,43,53,0.005
yos,43,54,0.005
yos,43,55,0.005
yos,43,56,0.005
yos,43,57,0.005
yos,43,58,0.005
yos,43,59,0.005
yos,43,60,0.005
yos,43,61,0.005
yos,43,62,0.005
yos,43,63,0.005
yos,43,64,0.005
yos,43,65,0.005
yos,43,66,0.005
yos,43,67,0.005
yos,43,68,0.005
yos,43,69,0.005
yos,43,70,0.005
yos,44,0,0.24
yos,44,1,0.1425
yos,44,2,0.11
yos,44,3,0.0925
yos,44,4,0.08
yos,44,5,0.075
yos,44,6,0.07
yos,44,7,0.0625
yos,44,8,0.055
yos,44,9,0.0475
yos,44,10,0.0424999999999999
yos,44,11,0.0375
yos,44,12,0.0325
yos,44,13,0.0325
yos,44,14,0.0275
yos,44,15,0.024
yos,44,16,0.0225
yos,44,17,0.0225
yos,44,18,0.0175
yos,44,19,0.0175
yos,44,20,0.015
yos,44,21,0.0125
yos,44,22,0.0125
yos,44,23,0.0115
yos,44,24,0.0115
yos,44,25,0.01
yos,44,26,0.01
yos,44,27,0.009
yos,44,28,0.0065
yos,44,29,0.005
yos,44,30,0.005
yos,44,31,0.005
yos,44,32,0.005
yos,44,33,0.005
yos,44,34,0.005
yos,44,35,0.005
yos,44,36,0.005
yos,44,37,0.005
yos,44,38,0.005
yos,44,39,0.005
yos,44,40,0.005
yos,44,41,0.005
yos,44,42,0.005
yos,44,43,0.005
yos,44,44,0.005
yos,44,45,0.005
yos,44,46,0.005
yos,44,47,0.005
yos,44,48,0.005
yos,44,49,0.005
yos,44,50,0.005
yos,44,51,0.005
yos,44,52,0.005
yos,44,53,0.005
yos,44,54,0.005
yos,44,55,0.005
yos,44,56,0.005
yos,44,57,0.005
yos,44,58,0.005
yos,44,59,0.005
yos,44,60,0.005
yos,44,61,0.005
yos,44,62,0.005
yos,44,63,0.005
yos,44,64,0.005
yos,44,65,0.005
yos,44,66,0.005
yos,44,67,0.005
yos,44,68,0.005
yos,44,69,0.005
yos,44,70,0.005
yos,45,0,0.2299999999999999
yos,45,1,0.125
yos,45,2,0.0975
yos,45,3,0.0839999999999999
yos,45,4,0.07
yos,45,5,0.0675
yos,45,6,0.0675
yos,45,7,0.0575
yos,45,8,0.0525
yos,45,9,0.045
yos,45,10,0.0424999999999999
yos,45,11,0.0375
yos,45,12,0.0325
yos,45,13,0.0325
yos,45,14,0.0275
yos,45,15,0.024
yos,45,16,0.0225
yos,45,17,0.0225
yos,45,18,0.0175
yos,45,19,0.0175
yos,45,20,0.015
yos,45,21,0.0125
yos,45,22,0.0125
yos,45,23,0.0115
yos,45,24,0.0115
yos,45,25,0.01
yos,45,26,0.01
yos,45,27,0.009
yos,45,28,0.0065
yos,45,29,0.005
yos,45,30,0.005
yos,45,31,0.005
yos,45,32,0.005
yos,45,33,0.005
yos,45,34,0.005
yos,45,35,0.005
yos,45,36,0.005
yos,45,37,0.005
yos,45,38,0.005
yos,45,39,0.005
yos,45,40,0.005
yos,45,41,0.005
yos,45,42,0.005
yos,45,43,0.005
yos,45,44,0.005
yos,45,45,0.005
yos,45,46,0.005
yos,45,47,0.005
yos,45,48,0.005
yos,45,49,0.005
yos,45,50,0.005
yos,45,51,0.005
yos,45,52,0.005
yos,45,53,0.005
yos,45,54,0.005
yos,45,55,0.005
yos,45,56,0.005
yos,45,57,0.005
yos,45,58,0.005
yos,45,59,0.005
yos,45,60,0.005
yos,45,61,0.005
yos,45,62,0.005
yos,45,63,0.005
yos,45,64,0.005
yos,45,65,0.005
yos,45,66,0.005
yos,45,67,0.005
yos,45,68,0.005
yos,45,69,0.005
yos,45,70,0.005
yos,46,0,0.2299999999999999
yos,46,1,0.125
yos,46,2,0.0975
yos,46,3,0.0839999999999999
yos,46,4,0.07
yos,46,5,0.0675
yos,46,6,0.0675
yos,46,7,0.0575
yos,46,8,0.0525
yos,46,9,0.045
yos,46,10,0.0424999999999999
yos,46,11,0.0375
yos,46,12,0.0325
yos,46,13,0.0325
yos,46,14,0.0275
yos,46,15,0.024
yos,46,16,0.0225
yos,46,17,0.0225
yos,46,18,0.0175
yos,46,19,0.0175
yos,46,20,0.015
yos,46,21,0.0125
yos,46,22,0.0125
yos,46,23,0.0115
yos,46,24,0.0115
yos,46,25,0.01
yos,46,26,0.01
yos,46,27,0.009
yos,46,28,0.0065
yos,46,29,0.005
yos,46,30,0.005
yos,46,31,0.005
yos,46,32,0.005
yos,46,33,0.005
yos,46,34,0.005
yos,46,35,0.005
yos,46,36,0.005
yos,46,37,0.005
yos,46,38,0.005
yos,46,39,0.005
yos,46,40,0.005
yos,46,41,0.005
yos,46,42,0.005
yos,46,43,0.005
yos,46,44,0.005
yos,46,45,0.005
yos,46,46,0.005
yos,46,47,0.005
yos,46,48,0.005
yos,46,49,0.005
yos,46,50,0.005
yos,46,51,0.005
yos,46,52,0.005
yos,46,53,0.005
yos,46,54,0.005
yos,46,55,0.005
yos,46,56,0.005
yos,46,57,0.005
yos,46,58,0.005
yos,46,59,0.005
yos,46,60,0.005
yos,46,61,0.005
yos,46,62,0.005
yos,46,63,0.005
yos,46,64,0.005
yos,46,65,0.005
yos,46,66,0.005
yos,46,67,0.005
yos,46,68,0.005
yos,46,69,0.005
yos,46,70,0.005
yos,47,0,0.2299999999999999
yos,47,1,0.125
yos,47,2,0.0975
yos,47,3,0.0839999999999999
yos,47,4,0.07
yos,47,5,0.0675
yos,47,6,0.0675
yos,47,7,0.0575
yos,47,8,0.0525
yos,47,9,0.045
yos,47,10,0.0424999999999999
yos,47,11,0.0375
yos,47,12,0.0325
yos,47,13,0.0325
yos,47,14,0.0275
yos,47,15,0.024
yos,47,16,0.0225
yos,47,17,0.0225
yos,47,18,0.0175
yos,47,19,0.0175
yos,47,20,0.015
yos,47,21,0.0125
yos,47,22,0.0125
yos,47,23,0.0115
yos,47,24,0.0115
yos,47,25,0.01
yos,47,26,0.01
yos,47,27,0.009
yos,47,28,0.0065
yos,47,29,0.005
yos,47,30,0.005
yos,47,31,0.005
yos,47,32,0.005
yos,47,33,0.005
yos,47,34,0.005
yos,47,35,0.005
yos,47,36,0.005
yos,47,37,0.005
yos,47,38,0.005
yos,47,39,0.005
yos,47,40,0.005
yos,47,41,0.005
yos,47,42,0.005
yos,47,43,0.005
yos,47,44,0.005
yos,47,45,0.005
yos,47,46,0.005
yos,47,47,0.005
yos,47,48,0.005
yos,47,49,0.005
yos,47,50,0.005
yos,47,51,0.005
yos,47,52,0.005
yos,47,53,0.005
yos,47,54,0.005
yos,47,55,0.005
yos,47,56,0.005
yos,47,57,0.005
yos,47,58,0.005
yos,47,59,0.005
yos,47,60,0.005
yos,47,61,0.005
yos,47,62,0.005
yos,47,63,0.005
yos,47,64,0.005
yos,47,65,0.005
yos,47,66,0.005
yos,47,67,0.005
yos,47,68,0.005
yos,47,69,0.005
yos,47,70,0.005
yos,48,0,0.2299999999999999
yos,48,1,0.125
yos,48,2,0.0975
yos,48,3,0.0839999999999999
yos,48,4,0.07
yos,48,5,0.0675
yos,48,6,0.0675
yos,48,7,0.0575
yos,48,8,0.0525
yos,48,9,0.045
yos,48,10,0.0424999999999999
yos,48,11,0.0375
yos,48,12,0.0325
yos,48,13,0.0325
yos,48,14,0.0275
yos,48,15,0.024
yos,48,16,0.0225
yos,48,17,0.0225
yos,48,18,0.0175
yos,48,19,0.0175
yos,48,20,0.015
yos,48,21,0.0125
yos,48,22,0.0125
yos,48,23,0.0115
yos,48,24,0.0115
yos,48,25,0.01
yos,48,26,0.01
yos,48,27,0.009
yos,48,28,0.0065
yos,48,29,0.005
yos,48,30,0.005
yos,48,31,0.005
yos,48,32,0.005
yos,48,33,0.005
yos,48,34,0.005
yos,48,35,0.005
yos,48,36,0.005
yos,48,37,0.005
yos,48,38,0.005
yos,48,39,0.005
yos,48,40,0.005
yos,48,41,0.005
yos,48,42,0.005
yos,48,43,0.005
yos,48,44,0.005
yos,48,45,0.005
yos,48,46,0.005
yos,48,47,0.005
yos,48,48,0.005
yos,48,49,0.005
yos,48,50,0.005
yos,48,51,0.005
yos,48,52,0.005
yos,48,53,0.005
yos,48,54,0.005
yos,48,55,0.005
yos,48,56,0.005
yos,48,57,0.005
yos,48,58,0.005
yos,48,59,0.005
yos,48,60,0.005
yos,48,61,0.005
yos,48,62,0.005
yos,48,63,0.005
yos,48,64,0.005
yos,48,65,0.005
yos,48,66,0.005
yos,48,67,0.005
yos,48,68,0.005
yos,48,69,0.005
yos,48,70,0.005
yos,49,0,0.2299999999999999
yos,49,1,0.125
yos,49,2,0.0975
yos,49,3,0.0839999999999999
yos,49,4,0.07
yos,49,5,0.0675
yos,49,6,0.0675
yos,49,7,0.0575
yos,49,8,0.0525
yos,49,9,0.045
yos,49,10,0.0424999999999999
yos,49,11,0.0375
yos,49,12,0.0325
yos,49,13,0.0325
yos,49,14,0.0275
yos,49,15,0.024
yos,49,16,0.0225
yos,49,17,0.0225
yos,49,18,0.0175
yos,49,19,0.0175
yos,49,20,0.015
yos,49,21,0.0125
yos,49,22,0.0125
yos,49,23,0.0115
yos,49,24,0.0115
yos,49,25,0.01
yos,49,26,0.01
yos,49,27,0.009
yos,49,28,0.0065
yos,49,29,0.005
yos,49,30,0.005
yos,49,31,0.005
yos,49,32,0.005
yos,49,33,0.005
yos,49,34,0.005
yos,49,35,0.005
yos,49,36,0.005
yos,49,37,0.005
yos,49,38,0.005
yos,49,39,0.005
yos,49,40,0.005
yos,49,41,0.005
yos,49,42,0.005
yos,49,43,0.005
yos,49,44,0.005
yos,49,45,0.005
yos,49,46,0.005
yos,49,47,0.005
yos,49,48,0.005
yos,49,49,0.005
yos,49,50,0.005
yos,49,51,0.005
yos,49,52,0.005
yos,49,53,0.005
yos,49,54,0.005
yos,49,55,0.005
yos,49,56,0.005
yos,49,57,0.005
yos,49,58,0.005
yos,49,59,0.005
yos,49,60,0.005
yos,49,61,0.005
yos,49,62,0.005
yos,49,63,0.005
yos,49,64,0.005
yos,49,65,0.005
yos,49,66,0.005
yos,49,67,0.005
yos,49,68,0.005
yos,49,69,0.005
yos,49,70,0.005
yos,50,0,0.2299999999999999
yos,50,1,0.125
yos,50,2,0.0975
yos,50,3,0.0839999999999999
yos,50,4,0.07
yos,50,5,0.0675
yos,50,6,0.0675
yos,50,7,0.0575
yos,50,8,0.0525
yos,50,9,0.045
yos,50,10,0.0424999999999999
yos,50,11,0.0375
yos,50,12,0.0325
yos,50,13,0.0325
yos,50,14,0.0275
yos,50,15,0.024
yos,50,16,0.0225
yos,50,17,0.0225
yos,50,18,0.0175
yos,50,19,0.0175
yos,50,20,0.015
yos,50,21,0.0125
yos,50,22,0.0125
yos,50,23,0.0115
yos,50,24,0.0115
yos,50,25,0.01
yos,50,26,0.01
yos,50,27,0.009
yos,50,28,0.0065
yos,50,29,0.005
yos,50,30,0.005
yos,50,31,0.005
yos,50,32,0.005
yos,50,33,0.005
yos,50,34,0.005
yos,50,35,0.005
yos,50,36,0.005
yos,50,37,0.005
yos,50,38,0.005
yos,50,39,0.005
yos,50,40,0.005
yos,50,41,0.005
yos,50,42,0.005
yos,50,43,0.005
yos,50,44,0.005
yos,50,45,0.005
yos,50,46,0.005
yos,50,47,0.005
yos,50,48,0.005
yos,50,49,0.005
yos,50,50,0.005
yos,50,51,0.005
yos,50,52,0.005
yos,50,53,0.005
yos,50,54,0.005
yos,50,55,0.005
yos,50,56,0.005
yos,50,57,0.005
yos,50,58,0.005
yos,50,59,0.005
yos,50,60,0.005
yos,50,61,0.005
yos,50,62,0.005
yos,50,63,0.005
yos,50,64,0.005
yos,50,65,0.005
yos,50,66,0.005
yos,50,67,0.005
yos,50,68,0.005
yos,50,69,0.005
yos,50,70,0.005
yos,51,0,0.2299999999999999
yos,51,1,0.125
yos,51,2,0.0975
yos,51,3,0.0839999999999999
yos,51,4,0.07
yos,51,5,0.0675
yos,51,6,0.0675
yos,51,7,0.0575
yos,51,8,0.0525
yos,51,9,0.045
yos,51,10,0.0424999999999999
yos,51,11,0.0375
yos,51,12,0.0325
yos,51,13,0.0325
yos,51,14,0.0275
yos,51,15,0.024
yos,51,16,0.0225
yos,51,17,0.0225
yos,51,18,0.0175
yos,51,19,0.0175
yos,51,20,0.015
yos,51,21,0.0125
yos,51,22,0.0125
yos,51,23,0.0115
yos,51,24,0.0115
yos,51,25,0.01
yos,51,26,0.01
yos,51,27,0.009
yos,51,28,0.0065
yos,51,29,0.005
yos,51,30,0.005
yos,51,31,0.005
yos,51,32,0.005
yos,51,33,0.005
yos,51,34,0.005
yos,51,35,0.005
yos,51,36,0.005
yos,51,37,0.005
yos,51,38,0.005
yos,51,39,0.005
yos,51,40,0.005
yos,51,41,0.005
yos,51,42,0.005
yos,51,43,0.005
yos,51,44,0.005
yos,51,45,0.005
yos,51,46,0.005
yos,51,47,0.005
yos,51,48,0.005
yos,51,49,0.005
yos,51,50,0.005
yos,51,51,0.005
yos,51,52,0.005
yos,51,53,0.005
yos,51,54,0.005
yos,51,55,0.005
yos,51,56,0.005
yos,51,57,0.005
yos,51,58,0.005
yos,51,59,0.005
yos,51,60,0.005
yos,51,61,0.005
yos,51,62,0.005
yos,51,63,0.005
yos,51,64,0.005
yos,51,65,0.005
yos,51,66,0.005
yos,51,67,0.005
yos,51,68,0.005
yos,51,69,0.005
yos,51,70,0.005
yos,52,0,0.2299999999999999
yos,52,1,0.125
yos,52,2,0.0975
yos,52,3,0.0839999999999999
yos,52,4,0.07
yos,52,5,0.0675
yos,52,6,0.0675
yos,52,7,0.0575
yos,52,8,0.0525
yos,52,9,0.045
yos,52,10,0.0424999999999999
yos,52,11,0.0375
yos,52,12,0.0325
yos,52,13,0.0325
yos,52,14,0.0275
